ID,Internal Reference,Name,Cost,Sales Price,Internal Category,Product Type,Alamat,Tipe,Nama Cluster/Apartement/Hotel,Zona,Tower,Type Unit,Jenis,Lantai,Nett,Semi Gross,Status Ketersediaan,Can be Sold,Can be Purchased,Property,Status Property,Daftar Harga / Tanggal,Daftar Harga / Harga,Products / Vendors / Price,Products / Vendors / Vendor
A/21/06,A/21/06,A/21/06,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,21,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/21/07,A/21/07,A/21/07,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,21,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/21/08,A/21/08,A/21/08,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,21,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/21/09,A/21/09,A/21/09,580592870.00,655095000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,2BRC,Hunian,21,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,655095000.00,527811700.00,PT ALFA RETAILINDO
A/21/10,A/21/10,A/21/10,580592870.00,655095000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,2BRC,Hunian,21,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,655095000.00,527811700.00,PT ALFA RETAILINDO
A/21/11,A/21/11,A/21/11,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,21,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/21/12,A/21/12,A/21/12,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,21,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/21/15,A/21/15,A/21/15,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,21,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/21/16,A/21/16,A/21/16,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,21,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/21/17,A/21/17,A/21/17,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,21,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/21/18,A/21/18,A/21/18,310874300.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD2,Hunian,21,21.90,27.51,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,282613000.00,PT ALFA RETAILINDO
A/21/19,A/21/19,A/21/19,580592870.00,655095000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,2BRC,Hunian,21,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,655095000.00,527811700.00,PT ALFA RETAILINDO
A/21/20,A/21/20,A/21/20,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,21,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/21/21,A/21/21,A/21/21,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,21,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/21/23,A/21/23,A/21/23,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,21,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/21/25,A/21/25,A/21/25,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,21,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/21/26,A/21/26,A/21/26,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,21,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/21/27,A/21/27,A/21/27,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,21,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/21/28,A/21/28,A/21/28,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,21,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/21/29,A/21/29,A/21/29,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,21,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/21/30,A/21/30,A/21/30,853138700.00,962625000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,3BR,Hunian,21,60.10,75.50,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,962625000.00,775580636.36,PT ALFA RETAILINDO
A/23/01,A/23/01,A/23/01,580592870.00,655095000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,2BRC,Hunian,23,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,655095000.00,527811700.00,PT ALFA RETAILINDO
A/23/02,A/23/02,A/23/02,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/03,A/23/03,A/23/03,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/05,A/23/05,A/23/05,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/06,A/23/06,A/23/06,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/07,A/23/07,A/23/07,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/08,A/23/08,A/23/08,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/09,A/23/09,A/23/09,580592870.00,655095000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,2BRC,Hunian,23,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,655095000.00,527811700.00,PT ALFA RETAILINDO
A/23/10,A/23/10,A/23/10,580592870.00,655095000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,2BRC,Hunian,23,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,655095000.00,527811700.00,PT ALFA RETAILINDO
A/23/11,A/23/11,A/23/11,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/12,A/23/12,A/23/12,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/15,A/23/15,A/23/15,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/16,A/23/16,A/23/16,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/17,A/23/17,A/23/17,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/18,A/23/18,A/23/18,310874300.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD2,Hunian,23,21.90,27.51,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,282613000.00,PT ALFA RETAILINDO
A/23/19,A/23/19,A/23/19,580592870.00,655095000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,2BRC,Hunian,23,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,655095000.00,527811700.00,PT ALFA RETAILINDO
A/23/20,A/23/20,A/23/20,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/21,A/23/21,A/23/21,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/23,A/23/23,A/23/23,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/25,A/23/25,A/23/25,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/26,A/23/26,A/23/26,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/27,A/23/27,A/23/27,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/28,A/23/28,A/23/28,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/29,A/23/29,A/23/29,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,23,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/23/30,A/23/30,A/23/30,853138700.00,962625000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,3BR,Hunian,23,60.10,75.50,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,962625000.00,775580636.36,PT ALFA RETAILINDO
A/25/01,A/25/01,A/25/01,580592870.00,655095000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,2BRC,Hunian,25,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,655095000.00,527811700.00,PT ALFA RETAILINDO
A/25/02,A/25/02,A/25/02,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/03,A/25/03,A/25/03,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/05,A/25/05,A/25/05,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/06,A/25/06,A/25/06,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/07,A/25/07,A/25/07,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/08,A/25/08,A/25/08,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/09,A/25/09,A/25/09,580592870.00,655095000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,2BRC,Hunian,25,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,655095000.00,527811700.00,PT ALFA RETAILINDO
A/25/10,A/25/10,A/25/10,580592870.00,655095000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,2BRC,Hunian,25,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,655095000.00,527811700.00,PT ALFA RETAILINDO
A/25/11,A/25/11,A/25/11,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/12,A/25/12,A/25/12,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/15,A/25/15,A/25/15,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/16,A/25/16,A/25/16,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/17,A/25/17,A/25/17,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/18,A/25/18,A/25/18,310874300.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD2,Hunian,25,21.90,27.51,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,282613000.00,PT ALFA RETAILINDO
A/25/19,A/25/19,A/25/19,580592870.00,655095000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,2BRC,Hunian,25,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,655095000.00,527811700.00,PT ALFA RETAILINDO
A/25/20,A/25/20,A/25/20,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/21,A/25/21,A/25/21,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/23,A/25/23,A/25/23,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/25,A/25/25,A/25/25,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/26,A/25/26,A/25/26,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/27,A/25/27,A/25/27,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/28,A/25/28,A/25/28,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/29,A/25/29,A/25/29,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,25,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/25/30,A/25/30,A/25/30,853138700.00,962625000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,3BR,Hunian,25,60.10,75.50,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,962625000.00,775580636.36,PT ALFA RETAILINDO
A/26/01,A/26/01,A/26/01,580592870.00,655095000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,2BRC,Hunian,26,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,655095000.00,527811700.00,PT ALFA RETAILINDO
A/26/02,A/26/02,A/26/02,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,26,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/26/03,A/26/03,A/26/03,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,26,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/26/05,A/26/05,A/26/05,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,26,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/26/06,A/26/06,A/26/06,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,26,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/26/07,A/26/07,A/26/07,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,26,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/26/08,A/26/08,A/26/08,271132200.00,305872500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,STD,Hunian,26,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,305872500.00,246483818.18,PT ALFA RETAILINDO
A/26/09,A/26/09,A/26/09,580592870.00,655095000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,2BRC,Hunian,26,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,655095000.00,527811700.00,PT ALFA RETAILINDO
A/26/10,A/26/10,A/26/10,580592870.00,655095000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Middle Zone 2,Tower Jade,2BRC,Hunian,26,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,655095000.00,527811700.00,PT ALFA RETAILINDO
